,PLZ,Ortsname,YB,YB_relativ,YB_pro_1000,SCB,SCB_relativ,SCB_pro_1000
1518,4665,Oftringen,2.0,0.0001514004542013626,0.1514004542013626,6.0,0.0004542013626040878,0.45420136260408783
1519,4702,Oensingen,7.0,0.0011587485515643105,1.1587485515643106,12.0,0.001986426088395961,1.986426088395961
1520,4703,Kestenholz,,,,7.0,0.003988603988603989,3.988603988603989
1521,4704,"Niederbipp, Wolfisberg",7.0,0.0015102481121898597,1.5102481121898597,24.0,0.005177993527508091,5.17799352750809
1522,4710,"Balsthal, Laupersdorf",,,,4.0,0.0006759040216289286,0.6759040216289286
1523,4712,Laupersdorf,,,,4.0,0.002359882005899705,2.359882005899705
1524,4713,Matzendorf,,,,5.0,0.0039001560062402497,3.9001560062402496
1525,4714,Aedermannsdorf,,,,,,
1526,4715,Herbetswil,,,,,,
1527,4716,"Crémines, Gänsbrunnen, Welschenrohr",5.0,0.004088307440719542,4.088307440719542,3.0,0.0024529844644317253,2.4529844644317254
1528,4717,"Aedermannsdorf, Balsthal, Laupersdorf, Mümliswil-Ramiswil",2.0,0.0009302325581395349,0.930232558139535,1.0,0.00046511627906976747,0.4651162790697675
1529,4718,"Oberbuchsiten, Holderbank (SO)",,,,1.0,0.0016155088852988692,1.6155088852988693
1530,4719,"Aedermannsdorf, Mümliswil-Ramiswil, Lauwil",,,,2.0,0.006191950464396285,6.191950464396285
1531,4800,Zofingen,2.0,0.00019406171162429653,0.19406171162429653,12.0,0.0011643702697457792,1.1643702697457792
1532,4802,"Rothrist, Strengelbach",3.0,0.0006325110689437065,0.6325110689437066,1.0,0.0002108370229812355,0.2108370229812355
1533,4803,"Brittnau, Vordemwald",2.0,0.0010615711252653928,1.0615711252653928,6.0,0.0031847133757961785,3.1847133757961785
1534,4805,Brittnau,,,,7.0,0.0018455048774057474,1.8455048774057474
1535,4806,Wikon,1.0,0.0007137758743754461,0.7137758743754461,1.0,0.0007137758743754461,0.7137758743754461
1536,4812,"Uerkheim, Zofingen",,,,,,
1537,4813,"Bottenwil, Kölliken, Uerkheim",,,,,,
1538,4814,Bottenwil,,,,1.0,0.0012531328320802004,1.2531328320802004
1539,4852,"Rothrist, Vordemwald",3.0,0.00035570310647379654,0.35570310647379655,6.0,0.0007114062129475931,0.7114062129475931
1540,4853,"Wynau, Murgenthal",1.0,0.0004662004662004662,0.4662004662004662,2.0,0.0009324009324009324,0.9324009324009324
1541,4856,Murgenthal,,,,2.0,0.0025940337224383916,2.594033722438392
1542,4900,Langenthal,57.0,0.003763618355893034,3.763618355893034,36.0,0.00237702211951139,2.37702211951139
1543,4911,Schwarzhäusern,,,,4.0,0.008048289738430584,8.048289738430585
1544,4912,"Aarwangen, Bannwil",11.0,0.0025658968975973873,2.5658968975973875,6.0,0.0013995801259622112,1.3995801259622112
1545,4913,Bannwil,4.0,0.005763688760806916,5.763688760806916,5.0,0.007204610951008645,7.204610951008645
1546,4914,"Roggwil (BE), Murgenthal",9.0,0.002295918367346939,2.295918367346939,10.0,0.002551020408163265,2.5510204081632653
1547,4915,"Pfaffnau, Murgenthal",,,,,,
1548,4916,Langenthal,,,,1.0,0.005988023952095809,5.9880239520958085
1549,4917,"Busswil bei Melchnau, Melchnau",,,,2.0,0.0011614401858304297,1.1614401858304297
1550,4919,"Madiswil, Reisiswil",,,,,,
1551,4922,"Aarwangen, Thunstetten",5.0,0.001547029702970297,1.547029702970297,12.0,0.0037128712871287127,3.7128712871287126
1552,4923,Wynau,4.0,0.002602472348731295,2.602472348731295,5.0,0.0032530904359141183,3.2530904359141184
1553,4924,"Langenthal, Obersteckholz",4.0,0.009478672985781991,9.47867298578199,,,
1554,4932,"Lotzwil, Madiswil",7.0,0.0026246719160104987,2.6246719160104988,9.0,0.003374578177727784,3.374578177727784
1555,4933,Rütschelen,,,,2.0,0.003527336860670194,3.527336860670194
1556,4934,Madiswil,7.0,0.003269500233535731,3.269500233535731,3.0,0.0014012143858010276,1.4012143858010278
1557,4935,Madiswil,,,,1.0,0.0027472527472527475,2.7472527472527473
1558,4936,"Madiswil, Ursenbach",4.0,0.007692307692307693,7.6923076923076925,2.0,0.0038461538461538464,3.8461538461538463
1559,4937,Ursenbach,3.0,0.0036144578313253013,3.6144578313253013,2.0,0.0024096385542168677,2.4096385542168677
1560,4938,"Auswil, Rohrbach, Rohrbachgraben, Huttwil",4.0,0.002165674066053059,2.165674066053059,10.0,0.005414185165132647,5.414185165132647
1561,4942,"Ursenbach, Dürrenroth, Walterswil (BE)",3.0,0.0079155672823219,7.9155672823219,6.0,0.0158311345646438,15.8311345646438
1562,4943,"Oeschenbach, Ursenbach, Walterswil (BE), Seeberg",,,,3.0,0.010526315789473684,10.526315789473683
1563,4944,Auswil,2.0,0.004672897196261682,4.672897196261682,4.0,0.009345794392523364,9.345794392523365
1564,4950,Huttwil,21.0,0.004808793221891459,4.808793221891459,17.0,0.0038928326081978477,3.8928326081978475
1565,4952,"Eriswil, Huttwil, Sumiswald, Luthern, Ufhusen",1.0,0.000708215297450425,0.708215297450425,4.0,0.0028328611898017,2.8328611898017
1566,4953,"Huttwil, Wyssachen",2.0,0.005970149253731343,5.970149253731344,,,
1567,4954,"Sumiswald, Wyssachen",,,,3.0,0.0026642984014209592,2.664298401420959
1568,4955,"Gondiswil, Ufhusen",2.0,0.0027210884353741495,2.7210884353741496,1.0,0.0013605442176870747,1.3605442176870748
1569,5000,Aarau,3.0,0.00020943870427254956,0.20943870427254957,3.0,0.00020943870427254956,0.20943870427254957
1570,5004,Aarau,,,,2.0,0.0008583690987124463,0.8583690987124463
1571,5012,"Eppenberg-Wöschnau, Schönenwerd",,,,2.0,0.00038752179810114316,0.3875217981011432
1572,5013,Niedergösgen,,,,6.0,0.0015814443858724301,1.58144438587243
1573,5014,Gretzenbach,,,,1.0,0.00039308176100628933,0.39308176100628933
1574,5015,Erlinsbach (SO),2.0,0.0005989817310572028,0.5989817310572028,7.0,0.0020964360587002098,2.0964360587002098
1575,5017,"Erlinsbach (SO), Erlinsbach (AG)",,,,,,
1576,5018,Erlinsbach (AG),,,,5.0,0.001281722635221738,1.281722635221738
1577,5022,Küttigen,,,,2.0,0.0008250825082508251,0.8250825082508251
1578,5023,Biberstein,,,,1.0,0.0006729475100942127,0.6729475100942126
1579,5024,Küttigen,,,,,,
1580,5025,Densbüren,,,,,,
1581,5026,"Densbüren, Wölflinswil",,,,,,
1582,5027,Herznach,,,,1.0,0.0007117437722419929,0.7117437722419929
1583,5028,Ueken,,,,,,
1584,5032,Aarau,3.0,0.0007913479293062516,0.7913479293062516,3.0,0.0007913479293062516,0.7913479293062516
1585,5033,"Buchs (AG), Suhr",,,,3.0,0.0003939075630252101,0.3939075630252101
1586,5034,Suhr,1.0,0.00010219724067450178,0.10219724067450178,5.0,0.000510986203372509,0.510986203372509
1587,5035,Unterentfelden,2.0,0.0004920049200492004,0.49200492004920043,1.0,0.0002460024600246002,0.24600246002460022
1588,5036,Oberentfelden,1.0,0.00012861736334405144,0.12861736334405144,2.0,0.0002572347266881029,0.2572347266881029
1589,5037,Muhen,,,,4.0,0.0010568031704095112,1.056803170409511
1590,5040,Schöftland,,,,6.0,0.0014416146083613647,1.4416146083613646
1591,5042,Hirschthal,,,,2.0,0.0012961762799740765,1.2961762799740766
1592,5043,Holziken,,,,3.0,0.002320185614849188,2.320185614849188
1593,5044,Schlossrued,,,,,,
1594,5046,"Gontenschwil, Schmiedrued",,,,1.0,0.0008264462809917355,0.8264462809917356
1595,5053,Staffelbach,,,,,,
1596,5054,"Kirchleerau, Moosleerau",,,,3.0,0.0017084282460136675,1.7084282460136675
1597,5056,Attelwil,,,,1.0,0.0036231884057971015,3.6231884057971016
1598,5057,Reitnau,,,,,,
1599,5058,Wiliberg,,,,,,
1600,5062,Oberhof,,,,1.0,0.0016835016835016834,1.6835016835016834
1601,5063,Wölflinswil,,,,1.0,0.0010111223458038423,1.0111223458038423
1602,5064,Wittnau,,,,,,
1603,5070,Frick,,,,7.0,0.0013521344407958276,1.3521344407958276
1604,5072,Oeschgen,,,,,,
1605,5073,Gipf-Oberfrick,,,,,,
1606,5074,Eiken,,,,3.0,0.001358695652173913,1.358695652173913
1607,5075,Hornussen,,,,,,
1608,5076,Bözen,,,,,,
1609,5077,Elfingen,,,,,,
1610,5078,Effingen,,,,,,
1611,5079,"Effingen, Zeihen",,,,1.0,0.0008873114463176575,0.8873114463176576
1612,5080,"Kaisten, Laufenburg",,,,,,
1613,5082,Kaisten,,,,1.0,0.00043196544276457883,0.4319654427645788
1614,5083,Kaisten,,,,,,
1615,5084,Laufenburg,,,,,,
1616,5085,Laufenburg,,,,,,
1617,5102,Rupperswil,,,,2.0,0.0003961180431768667,0.3961180431768667
1618,5103,"Möriken-Wildegg, Niederlenz, Rupperswil",,,,,,
1619,5105,Auenstein,1.0,0.0006426735218508997,0.6426735218508997,2.0,0.0012853470437017994,1.2853470437017993
1620,5106,Veltheim (AG),,,,,,
1621,5107,Schinznach,,,,1.0,0.000574052812858783,0.5740528128587831
1622,5108,Schinznach,,,,1.0,0.0020161290322580645,2.0161290322580645
1623,5112,Thalheim (AG),,,,4.0,0.005018820577164366,5.018820577164366
1624,5113,Holderbank (AG),,,,,,
1625,5116,Schinznach-Bad,,,,1.0,0.0008156606851549756,0.8156606851549756
1626,5200,"Brugg, Rüfenach",,,,8.0,0.0008088160954402993,0.8088160954402993
1627,5210,"Brugg, Hausen (AG), Windisch",2.0,0.000278473962684489,0.278473962684489,4.0,0.000556947925368978,0.556947925368978
1628,5212,Hausen (AG),1.0,0.0002986857825567503,0.29868578255675027,2.0,0.0005973715651135006,0.5973715651135005
1629,5213,Villnachern,,,,,,
1630,5222,Brugg,,,,,,
1631,5223,Riniken,,,,1.0,0.0006724949562878278,0.6724949562878278
1632,5225,Bözberg,,,,,,
1633,5233,Villigen,,,,,,
1634,5234,Villigen,,,,,,
1635,5235,"Remigen, Rüfenach",,,,2.0,0.002290950744558992,2.2909507445589923
1636,5236,"Remigen, Bözberg",,,,,,
1637,5237,"Mönthal, Bözberg",,,,,,
1638,5242,"Birr, Lupfig",,,,3.0,0.00045092439500977,0.45092439500977
1639,5243,Mülligen,,,,3.0,0.0028873917228103944,2.8873917228103942
1640,5244,Birrhard,,,,1.0,0.0014858841010401188,1.4858841010401187
1641,5245,Habsburg,,,,,,
1642,5246,Scherz,,,,,,
1643,5272,Gansingen,,,,,,
1644,5273,Mettauertal,,,,,,
1645,5274,Mettauertal,,,,,,
1646,5275,Mettauertal,,,,,,
1647,5276,Mettauertal,,,,,,
1648,5277,Mettauertal,,,,,,
1649,5300,"Turgi, Untersiggenthal",,,,,,
1650,5301,Untersiggenthal,,,,,,
1651,5303,Würenlingen,,,,,,
1652,5304,Endingen,,,,,,
1653,5305,Endingen,,,,,,
1654,5306,Tegerfelden,,,,,,
1655,5312,Döttingen,,,,,,
1656,5313,Klingnau,,,,1.0,0.00030674846625766873,0.3067484662576687
1657,5314,Böttstein,,,,2.0,0.0005743825387708214,0.5743825387708213
1658,5315,Böttstein,,,,,,
1659,5316,Leuggern,,,,,,
1660,5317,Leuggern,,,,,,
1661,5318,Mandach,,,,,,
1662,5322,"Klingnau, Koblenz",,,,1.0,0.0006222775357809583,0.6222775357809583
1663,5323,Rietheim,,,,,,
1664,5324,Full-Reuenthal,,,,,,
1665,5325,Leibstadt,,,,,,
1666,5326,"Schwaderloch, Mettauertal",,,,,,
1667,5330,Bad Zurzach,,,,,,
1668,5332,Rekingen (AG),,,,,,
1669,5333,Baldingen,,,,1.0,0.0037593984962406013,3.7593984962406015
1670,5334,Böbikon,,,,,,
1671,5400,Baden,2.0,0.0001532684496896314,0.1532684496896314,3.0,0.00022990267453444708,0.22990267453444707
1672,5404,Baden,,,,,,
1673,5405,Baden,,,,1.0,0.00033500837520938025,0.33500837520938026
1674,5406,"Baden, Birmenstorf (AG)",,,,,,
1675,5408,Ennetbaden,,,,1.0,0.0003059039461609055,0.3059039461609055
1676,5412,Gebenstorf,1.0,0.00020362451639177357,0.20362451639177356,1.0,0.00020362451639177357,0.20362451639177356
1677,5413,Birmenstorf (AG),,,,1.0,0.00035323207347227127,0.35323207347227126
1678,5415,Obersiggenthal,1.0,0.00014084507042253522,0.14084507042253522,1.0,0.00014084507042253522,0.14084507042253522
1679,5416,"Obersiggenthal, Untersiggenthal",,,,,,
1680,5417,Untersiggenthal,1.0,0.00016244314489928524,0.16244314489928524,1.0,0.00016244314489928524,0.16244314489928524
1681,5420,Ehrendingen,,,,3.0,0.0006361323155216285,0.6361323155216285
1682,5423,Freienwil,,,,,,
1683,5425,Schneisingen,,,,,,
1684,5426,Lengnau (AG),,,,1.0,0.0003772161448509996,0.37721614485099964
1685,5430,"Wettingen, Würenlos",2.0,9.890218573830482e-05,0.09890218573830482,6.0,0.00029670655721491444,0.29670655721491446
1686,5432,Neuenhof,,,,1.0,0.0001162385214460072,0.1162385214460072
1687,5436,Würenlos,,,,2.0,0.00033101621979476995,0.33101621979477
1688,5442,Fislisbach,,,,,,
1689,5443,Niederrohrdorf,,,,2.0,0.0005521811154058532,0.5521811154058531
1690,5444,Künten,,,,,,
1691,5445,Eggenwil,,,,,,
1692,5452,Oberrohrdorf,,,,,,
1693,5453,Remetschwil,,,,,,
1694,5454,Bellikon,,,,3.0,0.0019505851755526658,1.9505851755526658
1695,5462,"Oberweningen, Siglistorf",,,,,,
1696,5463,Wislikofen,,,,,,
1697,5464,Rümikon,,,,,,
1698,5465,Mellikon,,,,,,
1699,5466,Kaiserstuhl,,,,,,
1700,5467,Fisibach,,,,,,
1701,5502,Hunzenschwil,,,,3.0,0.0008116883116883117,0.8116883116883118
1702,5503,Schafisheim,,,,1.0,0.0003486750348675035,0.34867503486750345
1703,5504,Othmarsingen,,,,7.0,0.0026646364674533687,2.6646364674533687
1704,5505,Brunegg,,,,,,
1705,5506,"Mägenwil, Wohlenschwil",,,,4.0,0.0019230769230769232,1.9230769230769231
1706,5507,Mellingen,,,,,,
1707,5512,Wohlenschwil,,,,,,
1708,5522,"Hägglingen, Tägerig",,,,,,
1709,5524,Niederwil (AG),,,,,,
1710,5525,Fischbach-Göslikon,,,,,,
1711,5600,"Ammerswil, Lenzburg",1.0,0.0001040582726326743,0.1040582726326743,10.0,0.001040582726326743,1.040582726326743
1712,5603,Staufen,3.0,0.0010905125408942203,1.0905125408942202,4.0,0.0014540167211922936,1.4540167211922936
1713,5604,"Hendschiken, Othmarsingen",,,,,,
1714,5605,"Dottikon, Villmergen",1.0,0.00020842017507294707,0.20842017507294708,,,
1715,5606,Dintikon,1.0,0.00046511627906976747,0.4651162790697675,,,
1716,5607,Hägglingen,1.0,0.00042735042735042735,0.42735042735042733,1.0,0.00042735042735042735,0.42735042735042733
1717,5608,Stetten (AG),,,,,,
1718,5610,"Villmergen, Wohlen (AG)",1.0,6.949753283758427e-05,0.06949753283758427,3.0,0.0002084925985127528,0.20849259851275279
1719,5611,"Villmergen, Wohlen (AG)",,,,,,
1720,5612,Villmergen,2.0,0.0003572066440435792,0.3572066440435792,2.0,0.0003572066440435792,0.3572066440435792
1721,5613,Villmergen,,,,,,
1722,5614,Sarmenstorf,1.0,0.0003614022406938923,0.3614022406938923,,,
1723,5615,"Fahrwangen, Meisterschwanden",,,,4.0,0.0020060180541624875,2.0060180541624875
1724,5616,Meisterschwanden,,,,,,
1725,5617,Meisterschwanden,,,,1.0,0.002325581395348837,2.3255813953488373
1726,5618,"Sarmenstorf, Bettwil",,,,,,
1727,5619,"Büttikon, Uezwil",,,,2.0,0.001386001386001386,1.386001386001386
1728,5620,Bremgarten (AG),1.0,0.00015105740181268882,0.1510574018126888,3.0,0.00045317220543806646,0.45317220543806647
1729,5621,"Berikon, Zufikon",,,,,,
1730,5622,Waltenschwil,2.0,0.0007358351729212656,0.7358351729212657,,,
1731,5623,Boswil,,,,5.0,0.001901863826550019,1.901863826550019
1732,5624,"Boswil, Bünzen",1.0,0.0009794319294809011,0.9794319294809011,2.0,0.0019588638589618022,1.9588638589618022
1733,5625,Kallern,,,,,,
1734,5626,Bremgarten (AG),,,,,,
1735,5627,Besenbüren,,,,,,
1736,5628,Aristau,,,,1.0,0.000715307582260372,0.7153075822603719
1737,5630,"Aristau, Boswil, Muri (AG)",,,,5.0,0.0006674676278200508,0.6674676278200508
1738,5632,"Bettwil, Boswil, Buttwil",,,,,,
1739,5634,Merenschwand,,,,2.0,0.0007087172218284905,0.7087172218284905
1740,5636,Merenschwand,,,,,,
1741,5637,"Auw, Beinwil (Freiamt), Geltwil",,,,,,
1742,5642,"Hünenberg, Auw, Mühlau",,,,,,
1743,5643,"Auw, Sins",,,,,,
1744,5644,"Auw, Sins",,,,,,
1745,5645,Sins,,,,,,
1746,5646,Abtwil,,,,,,
1747,5647,Oberrüti,,,,,,
1748,5702,Niederlenz,,,,3.0,0.0006732495511669659,0.6732495511669659
1749,5703,"Egliswil, Seon",,,,6.0,0.0012322858903265558,1.2322858903265559
1750,5704,Egliswil,,,,,,
1751,5705,Hallwil,,,,1.0,0.001314060446780552,1.314060446780552
1752,5706,"Boniswil, Hallwil",,,,2.0,0.0013568521031207597,1.3568521031207597
1753,5707,Seengen,,,,3.0,0.0007944915254237289,0.7944915254237289
1754,5708,Birrwil,,,,1.0,0.0009398496240601503,0.9398496240601504
1755,5712,Beinwil am See,,,,,,
1756,5722,"Gränichen, Unterkulm",1.0,0.00013777900248002206,0.13777900248002206,3.0,0.00041333700744006614,0.41333700744006613
1757,5723,"Gränichen, Teufenthal (AG), Unterkulm",,,,,,
1758,5724,"Dürrenäsch, Teufenthal (AG)",,,,1.0,0.0008237232289950577,0.8237232289950577
1759,5725,Leutwil,,,,2.0,0.002638522427440633,2.638522427440633
1760,5726,Unterkulm,,,,,,
1761,5727,Oberkulm,,,,1.0,0.000384172109104879,0.384172109104879
1762,5728,Gontenschwil,,,,,,
1763,5732,Zetzwil,,,,,,
1764,5733,Leimbach (AG),,,,,,
1765,5734,Reinach (AG),1.0,0.00012265423770391266,0.12265423770391266,,,
1766,5735,Rickenbach (LU),,,,,,
1767,5736,Burg (AG),,,,,,
1768,5737,Menziken,,,,1.0,0.00017301038062283736,0.17301038062283736
1769,5742,Kölliken,,,,2.0,0.00046565774155995343,0.46565774155995343
1770,5745,Safenwil,,,,5.0,0.0013873473917869034,1.3873473917869035
1771,5746,"Dulliken, Walterswil (SO)",,,,1.0,0.0013623978201634877,1.3623978201634876
1772,6000,Luzern,,,,,,
1773,6003,Luzern,1.0,5.90318772136954e-05,0.0590318772136954,1.0,5.90318772136954e-05,0.0590318772136954
1774,6004,"Ebikon, Luzern",1.0,0.00010815487778498811,0.10815487778498811,3.0,0.0003244646333549643,0.3244646333549643
1775,6005,"Horw, Kriens, Luzern",,,,1.0,4.57268279299465e-05,0.0457268279299465
1776,6006,"Ebikon, Luzern, Meggen",,,,,,
1777,6010,"Kriens, Hergiswil (NW)",,,,,,
1778,6012,Kriens,,,,,,
1779,6013,"Kriens, Schwarzenberg, Hergiswil (NW)",,,,,,
1780,6014,"Luzern, Malters",,,,4.0,0.0004363953742090334,0.4363953742090334
1781,6015,Luzern,,,,3.0,0.0003563791874554526,0.3563791874554526
1782,6016,"Luzern, Malters, Neuenkirch, Ruswil",,,,,,
1783,6017,Ruswil,,,,,,
1784,6018,"Buttisholz, Oberkirch, Ruswil",,,,3.0,0.0009126863401277761,0.912686340127776
1785,6019,"Malters, Ruswil",,,,,,
1786,6020,"Emmen, Ebikon, Luzern",,,,1.0,4.318721658389117e-05,0.043187216583891165
1787,6022,"Buttisholz, Grosswangen",,,,1.0,0.00032175032175032174,0.32175032175032175
1788,6023,"Rothenburg, Neuenkirch",1.0,0.00013810247203424942,0.1381024720342494,,,
1789,6024,Hildisrieden,,,,,,
1790,6025,Beromünster,2.0,0.0015515903801396431,1.5515903801396431,,,
1791,6026,"Eschenbach (LU), Rain, Römerswil, Rothenburg",,,,1.0,0.0003898635477582846,0.3898635477582846
1792,6027,Römerswil,,,,1.0,0.0010559662090813093,1.0559662090813093
1793,6028,"Römerswil, Beromünster",,,,,,
1794,6030,"Adligenswil, Buchrain, Ebikon",,,,1.0,7.862871520679352e-05,0.07862871520679353
1795,6032,"Emmen, Ebikon",,,,2.0,0.00032536196518626975,0.32536196518626975
1796,6033,Buchrain,,,,,,
1797,6034,"Ballwil, Eschenbach (LU), Inwil, Dietwil, Sins",,,,,,
1798,6035,"Buchrain, Root",,,,,,
1799,6036,Dierikon,,,,,,
1800,6037,Root,,,,,,
1801,6038,"Inwil, Gisikon, Honau, Root",,,,,,
1802,6039,Root,,,,,,
1803,6042,Dietwil,,,,,,
1804,6043,Adligenswil,,,,,,
1805,6044,"Root, Udligenswil",,,,,,
1806,6045,Meggen,,,,,,
1807,6047,Horw,,,,,,
1808,6048,"Horw, Kriens",,,,,,
1809,6052,"Horw, Hergiswil (NW)",2.0,0.0003570790930191037,0.35707909301910373,3.0,0.0005356186395286556,0.5356186395286556
1810,6053,Alpnach,,,,,,
1811,6055,Alpnach,,,,5.0,0.0009549274255156608,0.9549274255156609
1812,6056,Sarnen,1.0,0.0008019246190858059,0.8019246190858059,,,
1813,6060,Sarnen,1.0,0.00015453562046051616,0.15453562046051617,4.0,0.0006181424818420646,0.6181424818420647
1814,6062,Sarnen,,,,,,
1815,6063,Sarnen,,,,,,
1816,6064,Kerns,,,,1.0,0.00018754688672168043,0.18754688672168043
1817,6066,Kerns,,,,,,
1818,6067,"Kerns, Sachseln",,,,,,
1819,6068,Kerns,,,,,,
1820,6072,Sachseln,,,,2.0,0.000467180565288484,0.46718056528848395
1821,6073,Sachseln,,,,,,
1822,6074,"Giswil, Sachseln",,,,3.0,0.0008156606851549756,0.8156606851549756
1823,6078,Lungern,1.0,0.000473260766682442,0.473260766682442,,,
1824,6083,Hasliberg,,,,,,
1825,6084,Hasliberg,,,,,,
1826,6085,Hasliberg,,,,,,
1827,6086,Hasliberg,,,,,,
1828,6102,Malters,1.0,0.00016126431220770844,0.16126431220770843,,,
1829,6103,"Malters, Schwarzenberg",,,,,,
1830,6105,"Entlebuch, Werthenstein, Malters, Ruswil",,,,,,
1831,6106,"Werthenstein, Ruswil",,,,1.0,0.0011806375442739079,1.1806375442739079
1832,6110,"Doppleschwand, Entlebuch, Romoos, Werthenstein, Ruswil, Wolhusen, Menznau",,,,,,
1833,6112,Doppleschwand,,,,,,
1834,6113,Romoos,,,,,,
1835,6114,Wolhusen,,,,,,
1836,6122,"Wolhusen, Menznau, Willisau",2.0,0.0010045203415369162,1.0045203415369162,1.0,0.0005022601707684581,0.5022601707684581
1837,6123,Menznau,,,,,,
1838,6125,"Hergiswil bei Willisau, Menznau, Willisau",,,,,,
1839,6126,Willisau,,,,,,
1840,6130,"Hergiswil bei Willisau, Menznau, Willisau",2.0,0.0002768549280177187,0.2768549280177187,4.0,0.0005537098560354374,0.5537098560354374
1841,6132,"Hergiswil bei Willisau, Willisau",,,,,,
1842,6133,"Hergiswil bei Willisau, Menznau, Willisau",,,,,,
1843,6142,Gettnau,,,,,,
1844,6143,"Gettnau, Schötz",,,,,,
1845,6144,"Ebersecken, Zell (LU), Willisau",,,,,,
1846,6145,Fischbach,,,,,,
1847,6146,"Melchnau, Grossdietwil",,,,2.0,0.0028328611898017,2.8328611898017
1848,6147,"Melchnau, Altbüron, Grossdietwil, Pfaffnau",1.0,0.0009124087591240876,0.9124087591240876,1.0,0.0009124087591240876,0.9124087591240876
1849,6152,"Fischbach, Zell (LU)",,,,,,
1850,6153,"Luthern, Ufhusen, Zell (LU)",,,,,,
1851,6154,"Luthern, Willisau",,,,,,
1852,6156,"Hergiswil bei Willisau, Luthern, Willisau",,,,,,
1853,6162,"Entlebuch, Hasle (LU)",,,,2.0,0.0007089684509039348,0.7089684509039348
1854,6163,Entlebuch,,,,,,
1855,6166,"Entlebuch, Hasle (LU), Romoos",,,,,,
1856,6167,Romoos,,,,,,
1857,6170,"Flühli, Romoos, Schüpfheim, Escholzmatt-Marbach",2.0,0.00048426150121065375,0.48426150121065376,1.0,0.00024213075060532688,0.24213075060532688
1858,6173,"Flühli, Escholzmatt-Marbach",,,,,,
1859,6174,Flühli,,,,,,
1860,6182,Escholzmatt-Marbach,,,,,,
1861,6192,"Flühli, Escholzmatt-Marbach",1.0,0.001949317738791423,1.949317738791423,1.0,0.001949317738791423,1.949317738791423
1862,6196,Escholzmatt-Marbach,,,,,,
1863,6197,"Eggiwil, Schangnau, Eriz, Flühli, Escholzmatt-Marbach",,,,,,
1864,6203,Neuenkirch,,,,,,
1865,6204,"Neuenkirch, Sempach",,,,1.0,0.00023952095808383233,0.23952095808383234
1866,6205,Eich,,,,,,
1867,6206,"Emmen, Rothenburg, Neuenkirch, Ruswil",,,,,,
1868,6207,"Neuenkirch, Nottwil, Oberkirch, Ruswil",,,,,,
1869,6208,Oberkirch,1.0,0.00029568302779420464,0.29568302779420463,1.0,0.00029568302779420464,0.29568302779420463
1870,6210,"Mauensee, Oberkirch, Schenkon, Sursee",1.0,9.402914903620122e-05,0.09402914903620122,6.0,0.0005641748942172073,0.5641748942172073
1871,6211,Dagmersellen,,,,,,
1872,6212,"Knutwil, Mauensee",,,,,,
1873,6213,"Knutwil, Triengen",,,,,,
1874,6214,"Eich, Schenkon",1.0,0.0003681885125184094,0.3681885125184094,2.0,0.0007363770250368188,0.7363770250368188
1875,6215,Beromünster,,,,2.0,0.0006510416666666666,0.6510416666666666
1876,6216,"Mauensee, Oberkirch",,,,,,
1877,6217,Ettiswil,,,,,,
1878,6218,Ettiswil,,,,,,
1879,6221,"Beromünster, Rickenbach (LU)",,,,1.0,0.0003940110323089047,0.39401103230890466
1880,6222,"Beromünster, Schenkon",,,,,,
1881,6231,Schlierbach,,,,2.0,0.0025252525252525255,2.5252525252525255
1882,6232,Geuensee,,,,,,
1883,6233,Büron,,,,,,
1884,6234,Triengen,,,,,,
1885,6235,"Triengen, Dagmersellen",,,,,,
1886,6236,Triengen,,,,,,
1887,6242,"Mauensee, Egolzwil, Wauwil",,,,1.0,0.0005141388174807198,0.5141388174807198
1888,6243,Egolzwil,,,,,,
1889,6244,"Altishofen, Ebersecken, Egolzwil, Nebikon",,,,,,
1890,6245,"Ebersecken, Grossdietwil",,,,,,
1891,6246,"Altishofen, Dagmersellen",,,,3.0,0.0018927444794952682,1.8927444794952681
1892,6247,"Ebersecken, Schötz",1.0,0.0002630194634402946,0.2630194634402946,2.0,0.0005260389268805891,0.5260389268805892
1893,6248,"Alberswil, Willisau",,,,,,
1894,6252,"Dagmersellen, Reiden",,,,4.0,0.0010017530678687703,1.0017530678687703
1895,6253,Dagmersellen,,,,,,
1896,6260,"Dagmersellen, Reiden, Wikon",,,,6.0,0.0011824990145841545,1.1824990145841545
1897,6262,Reiden,1.0,0.0008968609865470852,0.8968609865470852,,,
1898,6263,"Altishofen, Reiden",,,,,,
1899,6264,"Pfaffnau, Brittnau",,,,1.0,0.0006680026720106881,0.6680026720106881
1900,6265,"Pfaffnau, Roggliswil",,,,,,
1901,6274,"Ballwil, Eschenbach (LU), Hochdorf",,,,1.0,0.0002794076557697681,0.2794076557697681
1902,6275,"Ballwil, Hochdorf, Hohenrain, Sins",,,,,,
1903,6276,Hohenrain,,,,,,
1904,6277,"Hohenrain, Auw",,,,,,
1905,6280,"Hochdorf, Hohenrain, Römerswil",,,,,,
1906,6283,"Hochdorf, Hohenrain, Römerswil",,,,,,
1907,6284,Hitzkirch,,,,,,
1908,6285,Hitzkirch,,,,,,
1909,6286,Altwis,,,,,,
1910,6287,"Aesch (LU), Schongau",,,,,,
1911,6288,"Hitzkirch, Schongau",,,,,,
1912,6289,Hitzkirch,,,,,,
1913,6294,Ermensee,,,,,,
