diagnosedatum;kanton;bezirk;gemeinde;seuchengruppe;tierseuche;tierart;tierkategorie;anzahlinfizierterfaelle;anzahlgetoetefaelle
"22.12.2000";"Bern";"Schwarzenburg";"Rüschegg";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"19.01.2001";"Bern";"Courtelary";"Orvin";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";3;0
"02.02.2001";"Bern";"Frutigen";"Reichenbach im Kandertal";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"02.02.2001";"Bern";"Niedersimmental";"Spiez";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"02.02.2001";"Bern";"Signau";"Trub";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"08.02.2001";"Bern";"Fraubrunnen";"Moosseedorf";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;1
"07.03.2001";"Bern";"Seftigen";"Belp";"Zu bekämpfende Seuchen";"Infektiöse Pankreasnekrose";"Fisch";"";0;0
"07.03.2001";"Bern";"Bern";"Bolligen";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";0;0
"16.03.2001";"Bern";"Schwarzenburg";"Rüschegg";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";0;0
"17.04.2001";"Bern";"Interlaken";"Interlaken";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"15.05.2001";"Bern";"Moutier";"Reconvilier";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"15.12.1997";"Bern";"Nidau";"Täuffelen";"Zu bekämpfende Seuchen";"Salmonella-Enteritidis-Infektion der Hühner (bis 2007)";"Huhn";"";0;0
"06.03.2002";"Bern";"Thun (bis 2010)";"Blumenstein";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"05.03.2002";"Bern";"Laupen";"Mühleberg";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";0;1
"05.03.2002";"Bern";"Moutier";"Seehof";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";0;1
"05.03.2002";"Bern";"Trachselwald";"Walterswil (BE)";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";0;1
"05.03.2002";"Bern";"Burgdorf";"Hasle bei Burgdorf";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";0;1
"05.03.2002";"Bern";"Fraubrunnen";"Zuzwil (BE)";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";0;1
"05.03.2002";"Bern";"Aarwangen";"Oeschenbach";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";0;1
"06.03.2002";"Bern";"Burgdorf";"Willadingen";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";0;1
"06.03.2002";"Bern";"Aarberg";"Schüpfen";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";0;1
"06.03.2002";"Bern";"Aarberg";"Rapperswil (BE)";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";0;1
"15.12.1992";"Bern";"Obersimmental";"Boltigen";"Zu bekämpfende Seuchen";"Infektiöse Laryngotracheitis der Hühner";"Huhn";"";0;0
"15.11.1992";"Bern";"Nidau";"Täuffelen";"Hochansteckende Seuchen";"Newcastle Krankheit";"Huhn";"";1;0
"15.11.1992";"Bern";"Schwarzenburg";"Wahlern";"Zu bekämpfende Seuchen";"Salmonellose";"Rind";"";1;0
"05.12.2001";"Bern";"Erlach";"Ins";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"01.01.2002";"Bern";"Interlaken";"Brienz (BE)";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"10.01.2002";"Bern";"Moutier";"Sornetan";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";6;0
"25.01.2002";"Bern";"Signau";"Röthenbach im Emmental";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";4;0
"28.01.2002";"Bern";"Seftigen";"Rüeggisberg";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";5;0
"18.02.2002";"Bern";"Seftigen";"Riggisberg";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";13;0
"22.03.2002";"Bern";"Signau";"Eggiwil";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";2;0
"27.03.2002";"Bern";"Fraubrunnen";"Zauggenried";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";0;1
"22.03.2002";"Bern";"Niedersimmental";"Wimmis";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";0;1
"02.04.2002";"Bern";"Niedersimmental";"Erlenbach im Simmental";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"19.04.2002";"Bern";"La Neuveville";"Prêles";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"07.03.2002";"Bern";"Seftigen";"Zimmerwald";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";0;1
"08.03.2002";"Bern";"Burgdorf";"Heimiswil";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";0;1
"08.03.2002";"Bern";"Aarwangen";"Kleindietwil";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";0;1
"07.03.2002";"Bern";"Nidau";"Brügg";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";0;1
"07.03.2002";"Bern";"Fraubrunnen";"Zauggenried";"Zu bekämpfende Seuchen";"Actinobacillose der Schweine";"Schwein";"";0;1
"15.03.2002";"Bern";"Wangen";"Niederbipp";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";0;1
"15.03.2002";"Bern";"Aarwangen";"Aarwangen";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";0;1
"19.03.2002";"Bern";"Aarwangen";"Aarwangen";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";0;1
"11.04.2002";"Bern";"Courtelary";"Péry";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"16.05.2002";"Bern";"Fraubrunnen";"Moosseedorf";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;1
"28.05.2002";"Bern";"Signau";"Langnau im Emmental";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"05.07.2004";"Bern";"Frutigen";"Adelboden";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"28.05.2003";"Bern";"Schwarzenburg";"Rüschegg";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";2;0
"03.04.2003";"Bern";"Wangen";"Herzogenbuchsee";"Zu überwachende Seuchen";"Maedi-Visna";"Schaf";"";1;0
"10.04.2003";"Bern";"Bern";"Bern";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";2;0
"10.07.2003";"Bern";"Seftigen";"Rüeggisberg";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";3;0
"08.07.2003";"Bern";"Bern";"Ostermundigen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"18.06.2003";"Bern";"La Neuveville";"La Neuveville";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"15.07.2003";"Bern";"Thun (bis 2010)";"Sigriswil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"09.07.2003";"Bern";"Aarberg";"Radelfingen";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";1;0
"18.08.2003";"Bern";"Signau";"Röthenbach im Emmental";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"21.08.2003";"Bern";"Laupen";"Mühleberg";"Zu bekämpfende Seuchen";"Actinobacillose der Schweine";"Schwein";"";2;2
"22.08.2003";"Bern";"Aarberg";"Radelfingen";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";2;2
"15.09.2003";"Bern";"Frutigen";"Adelboden";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"22.09.2003";"Bern";"Konolfingen";"Oberwichtrach";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"22.09.2003";"Bern";"Wangen";"Ochlenberg";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"22.09.2003";"Bern";"Thun (bis 2010)";"Sigriswil";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"02.10.2003";"Bern";"Aarwangen";"Madiswil";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"01.10.2003";"Bern";"Thun (bis 2010)";"Eriz";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"14.11.2003";"Bern";"Signau";"Trub";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"17.12.2003";"Bern";"Schwarzenburg";"Rüschegg";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"03.02.2004";"Bern";"Signau";"Langnau im Emmental";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"19.02.2004";"Bern";"Thun (bis 2010)";"Buchholterberg";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"19.03.2004";"Bern";"Signau";"Schangnau";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"31.03.2004";"Bern";"Moutier";"Tavannes";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"31.03.2004";"Bern";"Trachselwald";"Trachselwald";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"24.06.2004";"Bern";"Seftigen";"Kehrsatz";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"07.07.2004";"Bern";"Schwarzenburg";"Rüschegg";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"22.09.2004";"Bern";"Signau";"Eggiwil";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"01.11.2004";"Bern";"Signau";"Rüderswil";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"07.01.2005";"Bern";"Aarberg";"Meikirch";"Auszurottende Seuchen";"Traberkrankheit";"Schaf";"";1;1
"03.02.2005";"Bern";"Burgdorf";"Hasle bei Burgdorf";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"03.02.2005";"Bern";"Thun (bis 2010)";"Eriz";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"10.03.2005";"Bern";"Trachselwald";"Sumiswald";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"21.03.2005";"Bern";"Konolfingen";"Vechigen";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"28.04.2005";"Bern";"Seftigen";"Rüeggisberg";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"27.04.2005";"Bern";"Thun (bis 2010)";"Buchholterberg";"Zu bekämpfende Seuchen";"Faulbrut der Bienen";"Bienen";"";2;0
"19.04.2005";"Bern";"Laupen";"Neuenegg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"27.04.2005";"Bern";"Thun (bis 2010)";"Buchholterberg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"20.04.2005";"Bern";"Signau";"Signau";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"19.04.2005";"Bern";"Laupen";"Neuenegg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"06.05.2005";"Bern";"Oberhasli";"Guttannen";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"06.05.2005";"Bern";"Saanen";"Saanen";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"06.05.2005";"Bern";"Courtelary";"Péry";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"23.05.2005";"Bern";"Burgdorf";"Wynigen";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";2;0
"13.05.2005";"Bern";"Nidau";"Mörigen";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"31.05.2005";"Bern";"Schwarzenburg";"Wahlern";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"31.05.2005";"Bern";"Schwarzenburg";"Wahlern";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"09.09.2005";"Bern";"Trachselwald";"Lützelflüh";"Zu bekämpfende Seuchen";"Enzootische Pneumonie der Schweine";"Schwein";"";0;0
"10.10.2005";"Bern";"Oberhasli";"Gadmen";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"21.11.2005";"Bern";"Trachselwald";"Eriswil";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"16.11.2005";"Bern";"Niedersimmental";"Diemtigen";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";2;0
"05.12.2005";"Bern";"Seftigen";"Zimmerwald";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"09.01.2006";"Bern";"Seftigen";"Rüeggisberg";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"06.01.2006";"Bern";"Konolfingen";"Oberthal";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"23.01.2006";"Bern";"Frutigen";"Kandergrund";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"09.02.2006";"Bern";"Schwarzenburg";"Rüschegg";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"03.02.2006";"Bern";"Oberhasli";"Hasliberg";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";1;0
"24.02.2006";"Bern";"Laupen";"Kriechenwil";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"14.03.2006";"Bern";"Thun (bis 2010)";"Fahrni";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"13.04.2006";"Bern";"Schwarzenburg";"Wahlern";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"23.08.2006";"Bern";"Thun (bis 2010)";"Teuffenthal (BE)";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"08.05.2007";"Bern";"Signau";"Lauperswil";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"01.05.2007";"Bern";"Interlaken";"Niederried bei Interlaken";"Zu überwachende Seuchen";"Maedi-Visna";"Schaf";"";1;0
"27.02.2007";"Bern";"Seftigen";"Belp";"Zu bekämpfende Seuchen";"Infektiöse Pankreasnekrose";"Fisch";"";0;0
"07.05.2007";"Bern";"Thun (bis 2010)";"Sigriswil";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"30.05.2007";"Bern";"Trachselwald";"Trachselwald";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";3;0
"24.08.2007";"Bern";"Trachselwald";"Sumiswald";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";2;0
"06.09.2007";"Bern";"Signau";"Eggiwil";"Auszurottende Seuchen";"Bovine Virus Diarrhoe / Mucosal Disease (BVD / MD)";"Rind";"";2;0
"07.09.2007";"Bern";"Niedersimmental";"Spiez";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";15;0
"06.11.2007";"Bern";"Thun (bis 2010)";"Steffisburg";"Zu überwachende Seuchen";"Proliferative Nierenkrankheit der Fische";"Fisch";"";25;0
"30.01.2008";"Bern";"Oberhasli";"Meiringen";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"28.04.2008";"Bern";"Signau";"Eggiwil";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"06.05.2008";"Bern";"Aarwangen";"Lotzwil";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"20.06.2008";"Bern";"Trachselwald";"Trachselwald";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"09.12.2008";"Bern";"Signau";"Langnau im Emmental";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"19.02.2009";"Bern";"Interlaken";"Beatenberg";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"27.02.2009";"Bern";"Frutigen";"Adelboden";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"02.03.2009";"Bern";"Signau";"Langnau im Emmental";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"27.03.2009";"Bern";"Courtelary";"Courtelary";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"06.04.2009";"Bern";"Frutigen";"Kandersteg";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";3;0
"14.04.2009";"Bern";"Moutier";"Court";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"09.04.2009";"Bern";"Thun (bis 2010)";"Eriz";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"04.03.2009";"Bern";"Seftigen";"Toffen";"Zu bekämpfende Seuchen";"Blauzungenkrankheit (Bluetongue)";"Rind";"";1;0
"04.03.2009";"Bern";"Seftigen";"Toffen";"Zu bekämpfende Seuchen";"Blauzungenkrankheit (Bluetongue)";"Rind";"";1;0
"17.04.2009";"Bern";"Bern";"Vechigen";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";2;0
"28.04.2009";"Bern";"Trachselwald";"Rüegsau";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"28.04.2009";"Bern";"Büren";"Wengi";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";3;0
"30.04.2009";"Bern";"Konolfingen";"Oberthal";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";2;0
"30.04.2009";"Bern";"Konolfingen";"Walkringen";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";2;0
"30.04.2009";"Bern";"Interlaken";"Hofstetten bei Brienz";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"24.04.2009";"Bern";"Trachselwald";"Sumiswald";"Zu überwachende Seuchen";"Kryptosporidiose";"Rind";"";1;0
"01.05.2009";"Bern";"Bern";"Köniz";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"07.05.2009";"Bern";"Schwarzenburg";"Guggisberg";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";6;0
"14.05.2009";"Bern";"Trachselwald";"Rüegsau";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"19.05.2009";"Bern";"Signau";"Langnau im Emmental";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2009";"Bern";"Signau";"Rüderswil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2009";"Bern";"Burgdorf";"Kirchberg (BE)";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2009";"Bern";"Wangen";"Heimenhausen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2009";"Bern";"Konolfingen";"Bleiken bei Oberdiessbach";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2009";"Bern";"Signau";"Rüderswil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2009";"Bern";"Burgdorf";"Kirchberg (BE)";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2009";"Bern";"Trachselwald";"Dürrenroth";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2009";"Bern";"Burgdorf";"Hasle bei Burgdorf";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2009";"Bern";"Trachselwald";"Wyssachen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2009";"Bern";"Signau";"Rüderswil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2009";"Bern";"Signau";"Langnau im Emmental";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2009";"Bern";"Aarwangen";"Rohrbach";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2009";"Bern";"Aarwangen";"Untersteckholz";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2009";"Bern";"Aarwangen";"Reisiswil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2009";"Bern";"Konolfingen";"Münsingen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2009";"Bern";"Signau";"Rüderswil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2009";"Bern";"Burgdorf";"Burgdorf";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2009";"Bern";"Signau";"Rüderswil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2009";"Bern";"Signau";"Rüderswil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2009";"Bern";"Burgdorf";"Hasle bei Burgdorf";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2009";"Bern";"Burgdorf";"Burgdorf";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2009";"Bern";"Burgdorf";"Burgdorf";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2009";"Bern";"Signau";"Rüderswil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2009";"Bern";"Signau";"Rüderswil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2009";"Bern";"Konolfingen";"Walkringen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2009";"Bern";"Thun (bis 2010)";"Buchholterberg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2009";"Bern";"Thun (bis 2010)";"Buchholterberg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2009";"Bern";"Thun (bis 2010)";"Unterlangenegg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2009";"Bern";"Thun (bis 2010)";"Buchholterberg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"19.05.2009";"Bern";"Thun (bis 2010)";"Buchholterberg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"18.05.2009";"Bern";"Konolfingen";"Oberdiessbach";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"15.05.2009";"Bern";"Trachselwald";"Wyssachen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"15.05.2009";"Bern";"Trachselwald";"Affoltern im Emmental";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"15.05.2009";"Bern";"Fraubrunnen";"Jegenstorf";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"15.05.2009";"Bern";"Seftigen";"Belpberg";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"25.05.2009";"Bern";"Aarberg";"Grossaffoltern";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";1;0
"14.05.2009";"Bern";"Signau";"Signau";"Zu bekämpfende Seuchen";"Caprine Arthritis-Encephalitis";"Ziege";"";2;0
"29.05.2009";"Bern";"Trachselwald";"Sumiswald";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"29.05.2009";"Bern";"Signau";"Lauperswil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"29.05.2009";"Bern";"Wangen";"Herzogenbuchsee";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"29.05.2009";"Bern";"Wangen";"Herzogenbuchsee";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"29.05.2009";"Bern";"Seftigen";"Niedermuhlern";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"29.05.2009";"Bern";"Wangen";"Thörigen";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"29.05.2009";"Bern";"Konolfingen";"Oberdiessbach";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
"29.05.2009";"Bern";"Konolfingen";"Bowil";"Zu bekämpfende Seuchen";"Sauerbrut der Bienen";"Bienen";"";1;0
